date,time,user_name,text,link,retweet_counts,favorite_counts,hashtags,GeoInformation
2020-08-09,23:59:17,TVChosunNews,이번 코로나 사태에서 감염 여부를 빠르게 판단할 수 있는 진단키드가 큰 역할을 하고 있습니다. 그런데 이제는 물고기의 바이러스성 패혈증 검사도 빠르고 간편하게 할 수 있는 진단키트를 국내에서 개발했습니다. ,https://twitter.com/TVChosunNews/status/1292611441925603328,0,1,,
2020-08-09,23:59:01,BeFeeFF,네 코로나긴급일자리? 그런거로 나라에서 지원해주는건데 하루에 3시간밖에안해요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,https://twitter.com/BeFeeFF/status/1292611374737059841,0,0,,
2020-08-09,23:58:12,Nabiwahighhill,"코로나로 어려움을 격는 미국은 연일 힘들게 역경과 가난을 이겨내고 배우로 성공한 알파치노,카오누 리브스,그리고 작고한 말론브란도에 생애를 방송내보며 미국민에게 힘든 시기를 버티라 용기를 준다.",https://twitter.com/Nabiwahighhill/status/1292611167228108801,9,9,,
2020-08-09,23:58:03,godoga1,문재인 전하께서 수해를 입으신 전라도 및 전국의 수해 민들과 코로나 감염 및 사망자 분들을 위해 10월을 트으윽별 여행 주간 으로 선포 하시어어따. 성은이 망극 하여이다. 전하. ,https://twitter.com/godoga1/status/1292611129236025344,0,0,,
2020-08-09,23:56:53,brilliant_wise_,네!!!!혼자여행하는것도 좋아서 한달에 한번씩 멀리가는데 이제는 코로나때문에 어딜 자주는 못가서 두세달에 한번씩이네요,https://twitter.com/brilliant_wise_/status/1292610836129656832,0,0,,
2020-08-09,23:56:34,VEqBHqNMxluYKR5,신천지 대구교회 코로나19 완치 신도 512명 혈장 공여 완료 | 다음 뉴스 ,https://twitter.com/VEqBHqNMxluYKR5/status/1292610754273714181,0,0,,
2020-08-09,23:56:05,VEqBHqNMxluYKR5,신천지 코로나19 완치자 512명 혈장공여… “지속적 진행” (출처 : 동아일보 | 네이버 뉴스) ,https://twitter.com/VEqBHqNMxluYKR5/status/1292610636707332096,0,0,,
2020-08-09,23:56:05,joongangilbo,"이번 남대문 상인 집단 감염은 경기도 고양시 반석교회에서 퍼져나온 것으로, 이 교회를 다니던 상인이 1차 확진되면서 같은 상가 건물의 다른 상인들로 코로나19가 전파됐습니다. ",https://twitter.com/joongangilbo/status/1292610632689135619,476,41,,
2020-08-09,23:55:31,VEqBHqNMxluYKR5,코로나19 완치 신천지 대구교회 신도 512명 혈장 공여 마쳐 | 다음 뉴스 ,https://twitter.com/VEqBHqNMxluYKR5/status/1292610493027254272,0,0,,
2020-08-09,23:55:16,SvtFeed,"유명 아이돌 멤버 3명, '코로나19' 확진자와 함께 있었다 ",https://twitter.com/SvtFeed/status/1292610429429088256,0,0,,
2020-08-09,23:54:55,coreadokum,https://news.v.daum.net/v/20200810050617681 이재민 6천명 체육관 수용 코로나 2차감염 우려,https://twitter.com/coreadokum/status/1292610340820115456,0,0,,
2020-08-09,23:54:37,__10___04__,코로나 끝나고 한국에 갈 수 있게 되면 가볼게요! 일단은 일본에서 한약치료 받을 수 있는 피부과 알아보려구요 감사합니다 ,https://twitter.com/__10___04__/status/1292610266455105537,0,1,,
2020-08-09,23:54:31,sshow3,"잘 가 코로나, 안녕 내 마음 진단해보기 -----&gt; https://www.workdream.net/default/eap/covid.do?mCode=D005010000",https://twitter.com/sshow3/status/1292610242090381312,0,0,,
2020-08-09,23:54:09,VEqBHqNMxluYKR5,신천지 대구교회 코로나19 완치 신도 512명 혈장 공여 완료 (출처 : MBN | 네이버 뉴스) http://naver.me/Fz9zXPCs,https://twitter.com/VEqBHqNMxluYKR5/status/1292610146279944192,0,0,,
