date,time,user_name,text,link,retweet_counts,favorite_counts,hashtags,GeoInformation
2020-08-25,23:59:56,ddong_gry,저요!! 날씨도 덥고 태풍도 올텐데 푹 쉬세요 ⸝⸝ʚ̴̶̷̆ ̯ʚ̴̶̷̆⸝⸝,https://twitter.com/ddong_gry/status/1298409811172704256,0,0,,
2020-08-04,08:22:54,uuukorea4,"요즘 살 빼려고 식단 관리 중인데 이 단백질쉐이크 진짜 좋아요. 맛이 질리지 않고 포만감이 좋아서 저녁마다 먹는데, 한끼 칼로리도 95kcal 밖에 안된다고 합니다. 몸 관리하시는 분들한테 식사 대용으로 딱입니다. 운동은 귀찮고 배고픈건 싫은 분들한테 완전 추천!!!",https://twitter.com/uuukorea4/status/1290563852715745282,1509,3889,,
2020-08-25,23:59:53,Lud_for_Echo,"이거나 다른거나 잘생겼다는 변치않는 사실은 있는 법이니 상관없겠죠. 오늘은 제 생일이니 당신도 좋은 하루가 되었으면 합니다. 태풍,조심하고.",https://twitter.com/Lud_for_Echo/status/1298409798438809600,0,0,,
2020-08-25,23:59:53,P_Hwane,오늘무터 태풍이라고 합니다! 다들 일 조심히 다녀오시고 오후중에 만나용!,https://twitter.com/P_Hwane/status/1298409797021097984,0,1,,
2020-08-25,23:59:49,Miria29311000,그런데 별로 태풍 안 강할것 같아요,https://twitter.com/Miria29311000/status/1298409779413442560,0,1,,
2020-08-25,23:59:49,new_bbma,아 돈생기면... 모니터를 살까했는데 태풍온다니까 조금..후에 사야겠다... 괜히..큰일나면 안되니까 가전..,https://twitter.com/new_bbma/status/1298409778633306112,0,0,,
2020-08-25,23:59:46,everydayv1230,지난밤 찾아온 2억으로 행복한 아침 입니다 내님들 방모닝여 오늘은 행복한 탄이들 모습에 아민 더 행복해질 인더숲이.. 집콕만 해도 행복한 요즘 입니다~ 오늘도 더위 그리고 가까이 다가오는 태풍에 무탈한 하루 보내시길요 #KCAMexico #ARMY @BTS_twt,https://twitter.com/everydayv1230/status/1298409767098912768,27,20,#KCAMexico #ARMY,
2020-08-25,23:59:44,AT9UR,태풍 겁나 쎄다는데 단디 준비하소서,https://twitter.com/AT9UR/status/1298409759926661121,0,13,,
2020-08-25,23:59:43,YouknowBingho,쭈물쭘 ㅠㅠ 내일 태풍도 심하다는데 몸조리 잘 하셔요ㅠㅠㅠ,https://twitter.com/YouknowBingho/status/1298409754721574912,0,0,,
2020-08-25,23:59:42,jangshy82,순영아!!!!!!!! 잘 잤니!!!!!! 오늘 하루 행복해라!!!!! 태풍온다는데 비 조심 차 조심 길거리 간판 조심하고 운동화 신을거면 양말 여분 챙겨나가고 연습 잘하고 다치지말고 화이팅!!!!!!!!!!!!! 사랑한다!!!!!!!!!!!!!!!,https://twitter.com/jangshy82/status/1298409749285728257,0,0,,
2020-08-25,23:59:40,B4S1L_,태풍 오기전이라 하루죙일 찜통일듯,https://twitter.com/B4S1L_/status/1298409742503559169,0,0,,
2020-08-25,23:59:33,COOKIEZI__,더운데 태풍까지 오면 금상천화겠군요 ,https://twitter.com/COOKIEZI__/status/1298409714468810752,0,0,,
2020-08-25,23:59:26,Tenma_isTenma,아니...아직 태풍오지도 않았는데 더 젖음ㅇㄴ 우산 썼는데 왜,https://twitter.com/Tenma_isTenma/status/1298409683133190145,0,2,,
2020-08-25,23:59:11,OmaEoMae_,하아... 오늘 태풍와서 참앗다.... 다음부터 조심해라... 확,https://twitter.com/OmaEoMae_/status/1298409620977795072,0,0,,
2020-08-25,23:59:10,b4dermorgen,아 우 ㅠ 넘 더워 태풍 전은.덥다던데 왜이래 지구야,https://twitter.com/b4dermorgen/status/1298409618184364033,0,0,,
2020-08-25,23:59:10,Rung_cos,안돼요 학원가야한단말야 미친 태풍,https://twitter.com/Rung_cos/status/1298409616112365568,0,0,,
2020-08-25,23:59:07,1036Hz,응 언니도 더위조심하구 태풍조심하구,https://twitter.com/1036Hz/status/1298409602782916608,0,1,,
2020-08-25,23:59:06,Naruto_krbot,그렇지?? 불편할것 같다니깐TAT 내년에는 정말 사라지기를 바라! 어쩐지 내년에도 바이러스가 계속 있을거 같지만... 음? 바람의 방향이 심상치않다는건 느꼈는데 집에있을정도로 강한 태풍인거겠지..? 정유 조심하고 또 조심해야한다니깐? 절대로 다치면 안돼!,https://twitter.com/Naruto_krbot/status/1298409601507844097,0,0,,
2020-08-25,23:59:06,daehmik,근데 이번 태풍 크긴 졸라 큰가보다,https://twitter.com/daehmik/status/1298409599511302144,0,0,,
2020-08-25,23:59:05,Mone_Suh,트칭구들 쟌모닝입니다. 태풍 피해없는 무사한 하루 보내세요 ,https://twitter.com/Mone_Suh/status/1298409596923416576,0,24,,
2020-08-25,23:59:05,talking_potatoo,지방이라서 빨리왔나봄 ㅜㅜ태풍주의보 안전문자왓당 ㅜ,https://twitter.com/talking_potatoo/status/1298409596520771584,0,0,,
2020-08-25,23:59:04,ddulb0710,태풍 언제부터,https://twitter.com/ddulb0710/status/1298409591185670144,0,0,,
2020-08-04,08:22:54,uuukorea4,"요즘 살 빼려고 식단 관리 중인데 이 단백질쉐이크 진짜 좋아요. 맛이 질리지 않고 포만감이 좋아서 저녁마다 먹는데, 한끼 칼로리도 95kcal 밖에 안된다고 합니다. 몸 관리하시는 분들한테 식사 대용으로 딱입니다. 운동은 귀찮고 배고픈건 싫은 분들한테 완전 추천!!!",https://twitter.com/uuukorea4/status/1290563852715745282,1509,3889,,
2020-08-25,23:59:03,latte_jiminlove,태풍이 을매나 세게 크게 올려고 뉴스에서 글케...... 제주도는 지금 비 막 오고있긴 한거 같은디...... #KCAMexico #OnBTS @BTS_twt,https://twitter.com/latte_jiminlove/status/1298409585342967808,8,10,#KCAMexico #OnBTS,
2020-08-25,23:58:57,P_chaone0204,진짜 우리나라 뭔일이냐.... 골오나에 호우에 태풍에,https://twitter.com/P_chaone0204/status/1298409562509209600,0,0,,
2020-08-25,23:58:57,vkdlswm,태풍때문에 택배 젖어서 올까봐 걱정했는데 지금왔다고 연락왔네 유후~,https://twitter.com/vkdlswm/status/1298409561536098304,0,0,,
2020-08-25,23:58:56,1oveb0mb,이번 태풍 꽤 센가 봐요 루나 님 조심하시기 (´°̥̥̥̥̥̥̥̥ω°̥̥̥̥̥̥̥̥｀),https://twitter.com/1oveb0mb/status/1298409558885335041,0,1,,
2020-08-25,23:58:40,haenambyungari,찬모닝~ 다들 실내에 있어요ㅠㅠ 태풍이 세다고~ ,https://twitter.com/haenambyungari/status/1298409489188573184,0,9,,
2020-08-25,23:58:34,beuntin26,ㅇㄴ근데 태풍오면 삼식이 이쁜이 포함 길고양이들 어떡해,https://twitter.com/beuntin26/status/1298409465641758721,0,0,,
2020-08-25,23:58:33,gayeon1205,오우 태풍...,https://twitter.com/gayeon1205/status/1298409461988507649,0,0,,
2020-08-25,23:58:33,FF14_A_song,안녕 난 오늘 태풍 영향권인데 출근한사람,https://twitter.com/FF14_A_song/status/1298409461455843328,0,2,,
2020-08-25,23:58:28,rlawldms5645,내일 내 업무.할거는 특별하게 있진않은데 진짜 연차쓸까? ㅠㅜ 태풍 비바람 몰아치는날은 출근하기 싫어ㅓㅓㅓㅓㅓㅓ 지난번에도 홀딱 젖었는데.....ㅠㅠㅠㅠㅠ,https://twitter.com/rlawldms5645/status/1298409439012118529,0,0,,
2020-08-25,23:58:27,meng_2_,태풍오기전이라서 더운건가 꿈에서 불한증막 가는 꿈 꿨으뮤,https://twitter.com/meng_2_/status/1298409434465497089,0,5,,
2020-08-25,23:58:23,Matsuri1021,소심아 오늘은 밥먹으러와야돼.... 내일 태풍온단말이야...,https://twitter.com/Matsuri1021/status/1298409417876975618,0,3,,
2020-08-25,23:58:22,1222Ahmk,이번태풍 레전드일듯.. 다들 조심하세요 ,https://twitter.com/1222Ahmk/status/1298409416056684544,0,4,,
2020-08-25,23:58:22,Youme_ll,곧 태풍와서그런가 습하네융..,https://twitter.com/Youme_ll/status/1298409416023093248,0,0,,
2020-08-25,23:58:19,rrlang_83,여러분 태풍 조심하세료ㅠㅠㅠ 아파트방송에 유리창문 조심하라구까지 방송날정도면 진짜 센거같은데ㅠㅠ 무섭다ㅜㅜ ㅊㅊ:기상청 ,https://twitter.com/rrlang_83/status/1298409402865610757,0,6,,
2020-08-25,23:58:15,dawn_sky__,그러니까 서울 쪽으로는 내일 태풍이 올라온다고요.... 지금 날씨는 그냥 폭풍전야였네,https://twitter.com/dawn_sky__/status/1298409385459212288,0,1,,
2020-08-25,23:58:13,sugar_chu_s2,아니 태풍 온다매 열풍 말고...,https://twitter.com/sugar_chu_s2/status/1298409375984279552,0,1,,
2020-08-25,23:58:13,JMDtSCT0KqclISe,제8호 태풍 '바비'가 제주 서귀포 남서쪽 약 240㎞ 해상에서 시속 15㎞로 북북서진하고 있다. ,https://twitter.com/JMDtSCT0KqclISe/status/1298409375766216704,1,0,,
