date,time,user_name,text,link,retweet_counts,favorite_counts,hashtags,GeoInformation
2020-08-14,00:00:06,6364gkdu,"이런 말을 하면 백퍼 신천지, 신천지 전도 방법과 코로나 19 대응방법 http://naver.me/xbcTLO9s #신천지 #신천지전도방법 #코로나19 https://twitter.com/zooroo616/status/1236300820129312768/photo/1",https://twitter.com/6364gkdu/status/1294061198594338817,0,0,,
2020-08-14,00:00:07,nopmi801,"코로나19 , 귤쨈만들기, 딸기쨈만들기 ",https://twitter.com/nopmi801/status/1294061200955695104,0,0,,
2020-08-14,00:00:19,ppuligipeun,신천지 대구교회 코로나19 완치 신도 512명 혈장 공여 완료 (출처 : MBN | 네이버 뉴스) http://naver.me/xRV8aTb4 #중국#코로나19#대구#다단계#휴가#여행#혈장공여#혈장기증#감사서신,https://twitter.com/ppuligipeun/status/1294061253367799808,1,0,,
2020-08-14,00:00:24,kimbsj,경찰 코로나 가짜뉴스 맘카페 유포자 검거 및 집중단속 http://naver.me/GKMK5pAY #코로나가짜뉴스 #맘카페 https://twitter.com/zooroo616/status/1236312240350846976/photo/1,https://twitter.com/kimbsj/status/1294061273173254144,0,0,,
2020-08-14,00:00:30,kreipr,"#포스트코로나, #덜어먹기 음식과 함께 걱정도 덜어요. 덜어먹는 식사 문화, 포스트 코로나19 시대를 맞이하는 우리의 자세입니다. ",https://twitter.com/kreipr/status/1294061296980090880,0,0,,
2020-08-14,00:00:30,wyverns_b,"세인트루이스, 15일 경기도 취소..코치 1명 코로나19 추가 확진 | 다음 스포츠 ",https://twitter.com/wyverns_b/status/1294061299521875969,4,0,,
2020-08-14,00:00:36,ppuligipeun,신천지 대구교회 코로나19 완치 신도 512명 혈장 공여 완료 (출처 : MBN | 네이버 뉴스) #중국#코로나19#대구#다단계#휴가#여행#혈장공여#혈장기증#감사서신,https://twitter.com/ppuligipeun/status/1294061322821177344,0,0,,
2020-08-14,00:00:50,ZWfyvl2gaQhkB1z,"YTN-신천지 500명, 코로나19 치료제 개발 위해 혈장 공여 https://bit.ly/3fp7GHJ #혈장공여",https://twitter.com/ZWfyvl2gaQhkB1z/status/1294061379792453635,3,1,,
2020-08-14,00:00:50,3OfXIt3p8Wcaesk,[월간조선TV] 박희석의 시시비비 : 코로나 사태 키우는‘문재인 바이러스’? ,https://twitter.com/3OfXIt3p8Wcaesk/status/1294061381503737856,0,0,,
2020-08-14,00:00:59,ppuligipeun,[속보]˙완치˙ 신천지 대구교회 신도 512명 혈장 공여 마쳐 (출처 : 아시아경제 | 네이버 뉴스) http://naver.me/5cZsXGAn #중국#코로나19#대구#다단계#휴가#여행#혈장공여#혈장기증#감사서신,https://twitter.com/ppuligipeun/status/1294061417746673669,1,0,,
2020-08-14,00:01:14,ppuligipeun,[속보]˙완치˙ 신천지 대구교회 신도 512명 혈장 공여 마쳐 (출처 : 아시아경제 | 네이버 뉴스) #중국#코로나19#대구#다단계#휴가#여행#혈장공여#혈장기증#감사서신 http://naver.me/5cZsXGAn,https://twitter.com/ppuligipeun/status/1294061481399468033,1,0,,
2020-08-14,00:01:20,bg2150,코로나19(COVID-19) 예방수칙 https://wind10.tistory.com/204 #코로나19_예방 #안전수칙 #손씻기,https://twitter.com/bg2150/status/1294061509111250947,0,0,,
2020-08-14,00:01:21,CTNeDucation,"창원시, 마산어시장·진해 경화시장 코로나19 방역 완료 (출처 : 충청탑뉴스 | https://blog.naver.com/cheongcheon_fish/222060219035 블로그) http://naver.me/50tDVi2m",https://twitter.com/CTNeDucation/status/1294061512970002433,0,0,,
2020-08-14,00:01:22,nrim006,"신종 코로나바이러스 감염증(코로나19)관련 ,신천지예수교회 Q&amp;A https://matzzangs.tistory.com/1689 #신천지예수교회 #집단거주 #내부결속 #창립기념예배 #신종코로나19 #팩트체크 #가짜뉴스",https://twitter.com/nrim006/status/1294061517046915072,0,0,,
2020-08-14,00:01:30,ppuligipeun,"신천지 혈장공여 ""긍정적으로 봐 달라""..부정보단 긍정여론 높아 | 다음뉴스 https://news.v.daum.net/v/20200713153504682 #중국#코로나19#대구#다단계#휴가#여행#혈장공여#혈장기증#감사서신",https://twitter.com/ppuligipeun/status/1294061550194421762,5,0,,
2020-08-14,00:01:50,QDTiOXLWh22g5pK,"KATA, 코로나19 위기극복 여행 산업 세미나개최 ",https://twitter.com/QDTiOXLWh22g5pK/status/1294061631710756865,0,0,,
2020-08-14,00:01:50,ppuligipeun,[속보]˙완치˙ 신천지 대구교회 신도 512명 혈장 공여 마쳐 (출처 : 아시아경제 | 네이버 뉴스) http://naver.me/5cZsXGAn #중국#코로나19#대구#다단계#휴가#여행#혈장공여#혈장기증,https://twitter.com/ppuligipeun/status/1294061633719812096,1,0,,
2020-08-14,00:02:03,CTNeDucation,"태안군, 코로나19 2호 확진자 발생 ‘감염 확산 방지 총력˙ (출처 : 충청탑뉴스 | https://blog.naver.com/cheongcheon_fish/222060219403 블로그) http://naver.me/GI72ln51",https://twitter.com/CTNeDucation/status/1294061688002469888,0,0,,
