date,time,user_name,text,link,retweet_counts,favorite_counts,hashtags,GeoInformation
2020-08-04,05:04:12,dlddu98,앞서 코로나19 진단기법인 '실시간 유전자 증폭 기반 진단기법'(RT-PCR)은 지난 6월 2일 최종 국제표준안에 등록됐으며 11월 국제표준(IS)으로 발간을 앞뒀다. ,https://twitter.com/dlddu98/status/1290513848198283265,17,13,,
2020-08-04,05:04:24,JXST_8,ㅋㅋㅋㅋ아 맞아요ㅋㅋㅋㅋ 노세범이랑 휴지랑 가글도 많이 뺏기고 그랬는데 그래도 다 추억이구 글네요 코로나라 이젠 그러지도 못해서...ㅎㅎ,https://twitter.com/JXST_8/status/1290513897196150785,0,0,,
2020-08-04,05:04:40,gkxm_na,아이돌은 씨벌 코로나 바이러스 면역을 갖고 있나 봄 미친놈들,https://twitter.com/gkxm_na/status/1290513963285803008,0,2,,
2020-08-04,05:05:12,pictorium_off,[그래프로 보는 도서시장 실태] 코로나19는 힘겹게 버티던 중소형 서점에 치명타를 입혔다. #출판 #문화예술 http://www.thescoop.co.kr/news/articleView.html?idxno=40320,https://twitter.com/pictorium_off/status/1290514098304610304,0,0,,
2020-08-04,05:05:12,mina_0807,어머나 생일 축하드려요!! 내내 장마 날씨에 코로나도 가실 기미가 안 보이지만 맛있는 것도 많이 드시고 즐거운 생일 보내세요!! ,https://twitter.com/mina_0807/status/1290514100204662784,0,1,,
2020-08-04,05:05:28,BokSun_B,에스엠이 코로나덕에 온라인 활동이 늘은게 너무웃겨 울고외쳐도 딩고 하나 안주더니,https://twitter.com/BokSun_B/status/1290514164725604354,0,4,,
2020-08-04,05:05:40,ahuA_5,나중에 코로나 진단받으러옴 ㅅㅂ 이러면 정말 화낼거야,https://twitter.com/ahuA_5/status/1290514217242464256,0,0,,
2020-08-04,05:05:49,kobetajournal,"EBS국제다큐영화제, 코로나 19 속에서도 ‘내일을 꿈꾸다’ 30개국 69편의 다큐를 지상파·VOD 통해 비대면 상영 - 방송기술저널 http://journal.kobeta.com/ebs%ea%b5%ad%ec%a0%9c%eb%8b%a4%ed%81%90%ec%98%81%ed%99%94%ec%a0%9c-%ec%bd%94%eb%a1%9c%eb%82%98-19-%ec%86%8d%ec%97%90%ec%84%9c%eb%8f%84-%eb%82%b4%ec%9d%bc%ec%9d%84-%ea%bf%88%ea%be%b8%eb%8b%a4/",https://twitter.com/kobetajournal/status/1290514253036662786,0,0,,
2020-08-04,05:05:52,YCGKR,★ YECHEON NEWS! ★ 월 10만 원 한도로 지원하는 '소상공인 전기요금 지원사업' 추가 신청 코로나19로 어려움을 겪고 있는 소상공인 여러분의 많은 신청 바랍니다. ,https://twitter.com/YCGKR/status/1290514267699965953,0,0,,
2020-08-04,05:05:54,sunnnus00,이게 코로나도 이긴다는 그 세계적은 프로그램인가요¿ ,https://twitter.com/sunnnus00/status/1290514277242028034,0,2,,
2020-08-04,05:06:07,watchmaaaaaaaan,시국이 시국인지라. 코로나 끝나면요.,https://twitter.com/watchmaaaaaaaan/status/1290514330761359362,0,0,,
2020-08-04,05:06:38,0612cherry_,아육대 열고 코로나 확진자 안 생길 자신감 있는거야 뭐야ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아침마다 안전문자 오는데 무슨 자신감으로 아육대를 한대?ㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 얼탱이 없어,https://twitter.com/0612cherry_/status/1290514458872225792,0,2,,
2020-08-04,05:07:06,Mylife_KTV,[KTV LIVE] 코로나19 발생현황 중앙방역대책본부 정례브리핑 8/4(화) #코로나19 #중앙방역대책본부 #브리핑 #Coronavirus #COVID19 @KoreaCDC,https://twitter.com/Mylife_KTV/status/1290514577164140544,44,49,#Coronavirus #COVID19,
2020-08-04,05:07:17,Ljungbergsibal,'2020 추석 아육대' 코로나19 무관중 녹화 ＂안전 우선＂[공식] (출처 : 스타뉴스 | 네이버 TV연예) http://naver.me/xw2l2IjK 꺼져 그냥 하지마,https://twitter.com/Ljungbergsibal/status/1290514624194863104,0,0,,
2020-08-04,05:08:22,airon_douron,[KTV LIVE] 코로나19 발생현황 중앙방역대책본부 브리핑 8/4(화) https://youtu.be/c0WBt_2YHzo 출처 @YouTube,https://twitter.com/airon_douron/status/1290514896514248704,0,0,,
2020-08-04,05:09:01,inn7209,영상보고 눈물펑펑 흘렸다ㅠ 코로나로 정말 모든게 힘든때지만 모든 아티스트분들과 팬덤분들 힘내세요 ! [단독 풀버전] 적재(Jukjae) 'The Door' 전국에 덕후들 오열주의※ 눈물어게인 팬미팅 ,https://twitter.com/inn7209/status/1290515061727825920,1,1,,
2020-08-04,05:09:03,nct127brulee,빠수니를 왜 자꾸만 코로나덩어리로 취급하는겅미?.......................................... 우리가더깨끗해,https://twitter.com/nct127brulee/status/1290515067427987457,56,10,,
2020-08-04,05:09:08,matsu_t_moto,코로나19 건강생활 수칙이라고 하는데 코로나가 종식된 이후에도 꾸준히 지켜야할 수칙 같다 ,https://twitter.com/matsu_t_moto/status/1290515088097423360,0,0,,
2020-08-04,05:09:10,sesil_58,이게 여름이지... 코로나랑 비 때문에 어디 놀러가진 못해도 집에서 차트 쭉 틀면 여름이잖아 ㅠ ㅠ 작년은 시발 사재기킹들 덕분에 찌는 가을,https://twitter.com/sesil_58/status/1290515099430481921,0,0,,
2020-08-04,05:09:14,ROK_MND,"[정정] 오늘 오전 안내한 군 내 코로나19 추가확진자 공지와 관련, 육군 병사의 소속부대 위치는 포천지역이 아니라 양주지역임을 정정하여 알려드립니다.",https://twitter.com/ROK_MND/status/1290515113636532224,19,18,,
