date,time,user_name,text,link,retweet_counts,favorite_counts,hashtags,GeoInformation
2020-08-08,23:57:54,namuz_2,아니 뭐야 태풍 ????? 돌았네 우리지역 직격타 하잖아..,https://twitter.com/namuz_2/status/1292248702153715713,0,2,,
2020-08-04,08:22:54,uuukorea4,"요즘 살 빼려고 식단 관리 중인데 이 단백질쉐이크 진짜 좋아요. 맛이 질리지 않고 포만감이 좋아서 저녁마다 먹는데, 한끼 칼로리도 95kcal 밖에 안된다고 합니다. 몸 관리하시는 분들한테 식사 대용으로 딱입니다. 운동은 귀찮고 배고픈건 싫은 분들한테 완전 추천!!!",https://twitter.com/uuukorea4/status/1290563852715745282,1522,3871,,
2020-08-08,23:57:19,_Pinkhumidifier,태풍도 나오고 난리 났음,https://twitter.com/_Pinkhumidifier/status/1292248555386626050,0,1,,
2020-08-08,23:57:14,jhs056,제5호 태풍 '장미' 발생..제주·경남 방향으로 북상 중 | 다음 뉴스 ,https://twitter.com/jhs056/status/1292248534821957632,0,4,,
2020-08-08,23:57:12,Rfmfm,아 태풍 그만좀,https://twitter.com/Rfmfm/status/1292248528173973505,0,2,,
2020-08-08,23:56:42,l0v3sick_,ㅆ발 휴가 나가려니까 태풍 올라오네,https://twitter.com/l0v3sick_/status/1292248401061404672,0,0,,
2020-08-08,23:56:32,1wantu2wantme,아오 비그치니까 태풍오냐,https://twitter.com/1wantu2wantme/status/1292248361433567232,0,1,,
2020-08-08,23:56:25,cha_rismatic,뭐라고 이젠 태풍이 온다고,https://twitter.com/cha_rismatic/status/1292248331071021057,0,0,,
2020-08-08,23:55:10,groundmass_,태풍 온다. 이번엔 비가 많이 오겠네. ,https://twitter.com/groundmass_/status/1292248014921166849,5,1,,
2020-08-08,23:55:07,orthodox_stance,태태풍!!!,https://twitter.com/orthodox_stance/status/1292248003026116610,0,1,,
2020-08-08,23:53:43,giants_gotong,"태풍 조심하쉐요,,,,,",https://twitter.com/giants_gotong/status/1292247652600410113,0,0,,
2020-08-08,23:53:16,Gongjin_Yu,경남지방에 태풍이래....... 아 진짜 내가 몇년간 꿈꿔왔던 경주월드의 계획이,https://twitter.com/Gongjin_Yu/status/1292247538708275200,0,1,,
2020-08-08,23:52:50,Gongjin_Yu,내일..... 태풍이래..... 쓰밤바......,https://twitter.com/Gongjin_Yu/status/1292247429719289856,0,0,,
2020-08-08,23:52:23,__SiDaZ,미쳣나 태풍같은소리하지마 시바 이건아냐,https://twitter.com/__SiDaZ/status/1292247316590522368,0,0,,
2020-08-08,23:51:55,ranostephania,태풍도 온다고? 오지마 오지마.. ,https://twitter.com/ranostephania/status/1292247198470565888,0,2,,
2020-08-08,23:51:51,Yeongdeok0312,미친 내일 부산 태풍이네,https://twitter.com/Yeongdeok0312/status/1292247183320727553,0,4,,
