,time,rainfall
765,2019-07-09 12:45,0
770,2019-07-09 12:50,0
775,2019-07-09 12:55,0
780,2019-07-09 13:00,0
785,2019-07-09 13:05,0
790,2019-07-09 13:10,0
795,2019-07-09 13:15,0
800,2019-07-09 13:20,0
805,2019-07-09 13:25,0
810,2019-07-09 13:30,0
815,2019-07-09 13:35,0
820,2019-07-09 13:40,0
825,2019-07-09 13:45,0
830,2019-07-09 13:50,0
835,2019-07-09 13:55,0
840,2019-07-09 14:00,0
845,2019-07-09 14:05,0
850,2019-07-09 14:10,0
855,2019-07-09 14:15,0
860,2019-07-09 14:20,0
865,2019-07-09 14:25,0
870,2019-07-09 14:30,0
875,2019-07-09 14:35,0
880,2019-07-09 14:40,0
885,2019-07-09 14:45,0
890,2019-07-09 14:50,0
895,2019-07-09 14:55,0
900,2019-07-09 15:00,0
905,2019-07-09 15:05,0
910,2019-07-09 15:10,0
915,2019-07-09 15:15,0
920,2019-07-09 15:20,0
925,2019-07-09 15:25,0
930,2019-07-09 15:30,0
935,2019-07-09 15:35,0
940,2019-07-09 15:40,0
945,2019-07-09 15:45,0
950,2019-07-09 15:50,0
955,2019-07-09 15:55,0
960,2019-07-09 16:00,0
965,2019-07-09 16:05,0
970,2019-07-09 16:10,0
975,2019-07-09 16:15,0
980,2019-07-09 16:20,0
985,2019-07-09 16:25,0
990,2019-07-09 16:30,0
995,2019-07-09 16:35,0
1000,2019-07-09 16:40,0
1005,2019-07-09 16:45,0
1010,2019-07-09 16:50,0
1015,2019-07-09 16:55,0
1020,2019-07-09 17:00,0
1025,2019-07-09 17:05,0
1030,2019-07-09 17:10,0
1035,2019-07-09 17:15,0
1040,2019-07-09 17:20,0
1045,2019-07-09 17:25,0
1050,2019-07-09 17:30,0
1055,2019-07-09 17:35,0
1060,2019-07-09 17:40,0
1065,2019-07-09 17:45,0
1070,2019-07-09 17:50,0
1075,2019-07-09 17:55,0
1080,2019-07-09 18:00,0
1085,2019-07-09 18:05,0
1090,2019-07-09 18:10,0
1095,2019-07-09 18:15,0
1100,2019-07-09 18:20,0
1105,2019-07-09 18:25,0
1110,2019-07-09 18:30,0
1115,2019-07-09 18:35,0
1120,2019-07-09 18:40,0
1125,2019-07-09 18:45,0
1130,2019-07-09 18:50,0
1135,2019-07-09 18:55,0
1140,2019-07-09 19:00,0
1145,2019-07-09 19:05,0
1150,2019-07-09 19:10,0
1155,2019-07-09 19:15,0
1160,2019-07-09 19:20,0
1165,2019-07-09 19:25,0
1170,2019-07-09 19:30,0
1175,2019-07-09 19:35,0
1180,2019-07-09 19:40,0
1185,2019-07-09 19:45,0
1190,2019-07-09 19:50,0
1195,2019-07-09 19:55,0
1200,2019-07-09 20:00,0
1205,2019-07-09 20:05,0
1210,2019-07-09 20:10,0
1215,2019-07-09 20:15,0
1220,2019-07-09 20:20,0
1225,2019-07-09 20:25,0
1230,2019-07-09 20:30,0
1235,2019-07-09 20:35,0
1240,2019-07-09 20:40,0
1245,2019-07-09 20:45,0
1250,2019-07-09 20:50,0
1255,2019-07-09 20:55,0
1260,2019-07-09 21:00,0
1265,2019-07-09 21:05,0
1270,2019-07-09 21:10,0
1275,2019-07-09 21:15,0
1280,2019-07-09 21:20,0
1285,2019-07-09 21:25,0
1290,2019-07-09 21:30,0
1295,2019-07-09 21:35,0
1300,2019-07-09 21:40,0
1305,2019-07-09 21:45,0
1310,2019-07-09 21:50,0
1315,2019-07-09 21:55,0
1320,2019-07-09 22:00,0
1325,2019-07-09 22:05,0
1330,2019-07-09 22:10,0
1335,2019-07-09 22:15,0
1340,2019-07-09 22:20,0
1345,2019-07-09 22:25,0
1350,2019-07-09 22:30,0
1355,2019-07-09 22:35,0
1360,2019-07-09 22:40,0
1365,2019-07-09 22:45,0
1370,2019-07-09 22:50,0
1375,2019-07-09 22:55,0
1380,2019-07-09 23:00,0
1385,2019-07-09 23:05,0
1390,2019-07-09 23:10,0
1395,2019-07-09 23:15,0
1400,2019-07-09 23:20,0
1405,2019-07-09 23:25,0
1410,2019-07-09 23:30,0
1415,2019-07-09 23:35,0
1420,2019-07-09 23:40,0
1425,2019-07-09 23:45,0
1430,2019-07-09 23:50,0
1435,2019-07-09 23:55,0
1440,2019-07-10 00:00,0
